Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
0,65,1,1,1,500,13,2,4,5,2,1,3,5,4,5,4,2,5,5,5,5,1
1,26,1,1,1,414,7,3,5,1,3,1,1,4,1,3,1,1,3,1,1,1,0
1,25,0,0,1,944,3,0,3,3,3,3,3,5,5,2,5,5,1,4,5,4,1
1,53,1,0,0,1614,0,0,0,0,1,3,2,5,3,0,4,4,5,1,5,5,0
0,76,1,0,0,1622,3,0,4,4,3,3,4,3,3,3,1,2,3,3,3,3,0
1,49,1,0,0,570,34,27,2,2,3,5,2,5,5,5,3,2,5,2,5,5,1
0,48,1,0,0,541,0,0,2,2,5,4,2,5,5,5,4,2,5,2,5,5,1
1,34,1,0,0,2704,1,0,5,5,5,3,5,5,5,5,3,5,5,5,5,5,1
0,20,0,0,1,612,20,16,4,3,2,3,3,4,1,4,2,2,3,3,2,4,0
1,23,1,1,1,628,17,12,5,3,5,3,3,5,4,5,4,4,5,2,4,5,0
0,25,1,0,1,588,0,0,3,3,1,4,3,2,3,3,4,4,1,4,4,1,1
1,26,0,0,1,409,40,33,4,2,4,2,3,4,4,4,4,4,4,3,4,3,0
1,58,1,0,0,409,11,25,2,2,5,5,2,4,4,4,3,2,4,2,4,4,1
0,41,1,0,0,393,0,0,2,2,3,4,2,4,4,4,4,5,4,2,4,4,1
0,58,1,1,1,2454,0,0,1,5,1,3,3,3,3,5,1,4,3,5,3,3,1
1,45,1,0,0,903,0,0,2,2,5,5,2,5,5,5,5,2,5,2,5,5,1
1,68,1,1,1,2139,37,23,5,2,5,2,4,3,1,5,1,1,5,2,1,4,0
0,25,1,1,1,190,0,0,4,4,3,4,5,5,1,2,3,3,4,4,3,4,0
1,26,0,0,0,1476,4,0,1,1,5,1,5,5,1,3,1,1,4,1,1,4,0
1,37,0,0,0,599,0,0,2,2,4,2,1,4,4,3,4,4,5,2,4,5,0
0,54,1,0,0,737,0,3,4,4,5,5,4,5,4,5,3,3,5,4,5,5,1
0,50,1,0,0,3175,0,0,4,4,4,4,4,5,5,5,3,2,5,4,5,5,1
0,39,1,0,1,605,0,0,5,5,3,2,5,3,2,1,2,2,3,2,2,4,0
1,41,1,0,2,362,18,12,4,4,1,4,4,2,4,5,4,4,4,4,4,4,1
0,35,1,0,1,541,0,3,1,1,2,5,1,4,5,5,5,5,3,5,5,2,1
0,43,1,0,0,220,10,0,1,1,5,4,1,5,4,5,5,2,5,1,5,4,1
1,44,1,1,1,967,9,0,4,3,5,3,4,5,1,5,1,1,5,3,1,4,0
1,33,1,0,0,544,0,5,5,5,5,4,5,4,4,3,4,4,5,5,4,5,1
1,25,0,0,0,888,1,0,0,5,3,5,2,5,4,3,4,4,4,5,4,5,1
1,36,1,1,1,376,0,1,4,2,4,2,3,4,4,4,4,4,4,2,4,4,0
0,45,1,0,0,2673,0,0,3,2,4,5,3,4,4,4,4,3,4,3,4,5,1
0,13,1,1,1,1590,35,30,4,2,4,2,4,5,1,2,3,3,5,2,3,5,0
1,35,1,0,0,802,0,0,2,2,4,4,2,4,2,4,3,5,4,2,4,4,1
1,42,1,0,0,1548,0,0,4,5,4,3,4,2,3,2,3,5,2,2,2,2,0
0,14,1,1,1,329,29,34,4,1,3,1,3,1,3,1,5,5,3,1,5,3,0
1,22,1,1,1,604,0,7,4,1,4,1,4,3,3,5,3,3,4,1,3,5,0
0,28,1,1,1,882,0,0,1,1,4,1,2,1,1,5,1,1,1,1,1,2,0
0,30,0,0,1,1652,2,8,1,1,1,1,3,3,1,1,1,1,3,1,1,3,0
0,33,0,0,1,2565,0,0,4,4,3,4,4,2,3,1,3,3,3,4,3,3,0
1,40,1,0,0,2613,8,0,1,1,4,4,1,4,4,4,4,4,4,1,4,4,1
1,35,1,0,0,2976,0,0,3,3,5,4,3,3,4,4,5,4,3,3,3,3,1
1,44,1,0,2,591,3,1,1,1,1,4,1,4,5,1,5,5,5,4,5,2,1
0,38,1,0,2,657,0,0,1,1,4,2,1,1,2,5,2,2,4,2,2,4,0
0,51,1,1,1,888,0,7,4,5,2,3,4,3,3,5,3,1,3,4,3,3,0
1,12,1,1,1,1379,22,24,4,3,1,3,1,3,4,3,5,5,4,3,5,1,0
0,58,1,0,0,129,0,0,3,3,4,4,3,4,5,4,5,4,4,3,4,4,1
0,22,0,0,1,213,8,20,2,2,3,2,2,2,2,2,2,2,3,2,2,3,0
1,41,1,1,1,447,0,0,5,3,4,3,1,3,3,4,5,5,4,3,5,4,0
0,8,1,1,1,102,0,0,4,1,3,1,2,2,1,3,1,1,5,1,1,4,0
1,43,0,0,1,710,0,10,3,3,4,3,3,4,1,1,1,1,3,3,1,5,0
1,40,1,0,0,2214,0,0,4,4,5,5,4,3,5,3,5,2,3,4,3,3,1
1,54,1,1,1,696,0,0,4,2,5,2,1,4,5,4,5,5,5,2,5,4,0
0,43,1,0,0,1598,0,0,4,4,4,5,4,5,4,5,5,5,5,4,5,5,1
0,30,1,0,0,3015,0,0,5,5,4,4,5,1,4,5,4,4,1,5,4,1,1
1,23,1,0,0,2401,14,27,2,2,5,4,2,5,4,4,4,4,5,2,4,4,1
1,39,1,0,1,484,34,27,2,2,4,1,2,2,1,3,1,1,4,1,1,3,0
1,21,1,1,1,731,0,0,2,3,3,3,3,1,2,3,2,2,3,3,2,3,0
1,47,1,0,0,861,13,15,2,2,5,4,2,3,5,4,3,3,3,2,3,3,1
1,45,1,0,0,1050,0,0,5,3,4,4,5,5,1,5,1,1,5,5,5,5,1
1,59,1,0,0,1805,0,0,2,2,4,4,2,5,5,5,5,5,5,2,5,5,1
1,27,0,0,1,1010,27,23,2,2,3,2,1,3,2,1,1,1,1,2,1,4,0
0,66,1,0,0,2303,0,0,5,5,3,5,5,4,4,4,2,4,4,5,4,4,1
0,31,1,0,2,954,0,4,4,4,1,5,4,5,5,2,5,5,1,5,5,4,1
0,59,1,1,1,74,0,0,4,3,5,3,1,3,1,3,4,5,3,3,3,4,0
1,45,1,0,0,3063,0,5,1,1,3,4,1,4,5,4,4,5,4,1,4,4,1
1,59,1,1,0,591,0,4,4,2,3,5,1,3,5,2,4,4,3,2,3,3,0
1,60,1,0,0,364,0,0,3,3,5,4,3,5,5,5,4,3,5,3,5,5,1
0,32,0,0,1,304,0,43,4,2,4,2,3,1,4,2,4,4,4,2,4,3,0
1,18,0,0,0,368,0,0,0,3,4,3,4,4,4,5,4,4,3,3,4,4,0
1,25,0,0,1,1237,3,0,1,1,1,1,2,4,1,5,2,2,4,1,2,5,0
0,59,1,1,2,1721,1,0,4,4,2,2,3,4,3,4,1,2,4,4,4,2,1
0,39,1,0,0,278,0,0,3,3,2,4,3,2,3,2,4,4,2,2,2,2,0
1,7,1,1,0,1035,0,0,5,2,5,2,3,4,4,5,4,4,4,2,4,5,0
1,33,1,0,0,406,0,0,1,1,3,4,1,3,4,5,4,4,5,1,4,4,1
0,20,1,1,1,462,0,0,2,5,1,5,3,2,4,4,4,4,4,5,4,3,1
1,42,0,0,0,2342,38,71,3,3,2,2,2,3,2,4,2,3,5,3,4,5,0
0,26,0,0,0,345,0,0,4,4,3,4,2,4,1,4,1,1,4,4,1,5,0
0,48,1,0,1,528,0,0,1,1,4,4,1,4,3,4,3,4,4,4,4,4,0
1,17,1,0,2,468,0,0,1,1,2,4,1,5,4,2,4,4,2,4,4,2,1
1,69,1,1,1,354,15,9,4,3,5,3,3,5,2,2,2,2,5,2,2,5,0
0,15,1,1,2,297,0,3,4,2,3,2,5,4,2,5,2,2,4,2,2,5,0
1,40,1,0,0,139,0,0,5,0,2,5,2,2,4,2,2,2,2,0,2,2,1
0,47,1,0,1,156,0,0,5,5,2,3,5,4,4,5,4,4,4,5,4,4,1
1,61,0,0,0,408,0,0,5,5,3,5,3,3,4,4,2,2,4,5,2,4,1
1,64,1,0,0,989,10,4,4,4,2,4,4,2,4,2,3,1,2,2,2,2,0
0,35,1,1,1,594,26,18,3,1,3,1,3,2,4,5,4,4,4,1,4,4,0
0,66,1,1,1,238,0,10,2,2,2,3,3,2,4,2,1,5,2,2,2,2,0
0,52,1,0,0,760,0,19,3,3,1,4,3,2,4,2,2,1,2,2,2,2,0
1,47,1,0,0,2005,0,0,2,3,1,3,2,4,2,4,2,1,4,2,4,4,1
0,14,1,1,1,2554,0,0,5,0,5,0,4,1,4,3,4,4,2,1,4,3,0
1,49,1,0,0,190,0,3,3,3,5,5,3,4,4,4,5,5,4,3,4,5,1
0,37,1,1,1,1747,0,0,2,1,1,1,4,3,1,3,4,4,4,1,4,4,0
0,18,0,0,1,1351,0,0,5,5,3,5,5,3,4,4,4,4,5,5,4,5,1
1,51,1,0,0,1839,0,0,4,5,4,4,4,5,5,5,5,2,5,4,5,5,1
0,37,1,1,2,594,0,0,5,1,2,1,1,2,1,5,1,1,3,1,1,3,0
0,39,1,0,2,152,36,38,5,5,1,2,5,1,2,3,2,2,3,2,2,4,0
0,47,1,0,0,2187,34,38,5,5,5,5,5,4,5,4,5,3,4,5,4,4,1
0,48,1,0,0,2624,0,0,3,3,2,2,3,4,1,4,1,2,4,3,4,4,1
0,64,1,1,1,321,0,0,3,4,2,3,3,2,4,4,1,5,2,4,2,3,1
0,26,1,0,0,641,0,0,3,3,5,5,3,4,5,5,5,5,5,3,5,5,1
0,33,1,0,0,399,0,0,2,5,3,5,2,4,5,4,4,5,4,2,4,4,1
0,36,0,0,1,471,8,0,2,4,2,4,4,4,3,2,3,3,3,3,3,4,0
1,46,0,0,1,1892,0,0,3,3,4,3,3,3,2,4,2,2,3,3,2,4,0
0,29,0,0,1,710,0,0,1,1,3,1,3,1,4,3,4,4,4,1,4,3,0
1,51,1,0,2,692,0,0,4,4,4,2,4,2,2,5,2,2,3,2,2,3,0
0,58,1,0,0,2905,0,0,5,0,3,5,3,2,1,2,5,2,2,0,2,2,1
0,33,0,0,2,325,0,0,1,1,1,1,4,4,5,5,5,5,3,1,5,3,0
0,52,1,1,1,214,1,6,0,0,5,4,2,5,5,0,5,2,5,3,5,5,0
1,12,1,1,1,1751,1,0,5,2,3,2,3,1,2,4,2,2,4,2,2,3,0
1,39,1,0,1,238,0,0,3,3,5,4,3,3,4,2,4,4,2,4,4,3,1
1,61,1,1,1,1969,0,0,2,2,2,2,3,3,3,2,3,3,4,2,3,3,0
1,60,1,0,0,1995,0,0,1,1,5,4,1,5,4,5,5,5,5,1,5,5,1
0,13,1,1,1,277,9,9,3,3,2,3,3,2,5,3,5,5,1,3,5,4,0
1,40,1,0,0,192,0,0,2,2,5,4,2,4,4,5,5,5,4,2,4,5,1
0,69,1,0,0,842,8,0,2,2,1,4,2,2,4,2,2,4,2,2,2,2,0
1,31,1,1,0,602,11,13,4,3,3,3,1,5,3,5,3,3,5,3,3,5,0
1,68,1,0,0,164,0,0,3,2,3,2,3,5,3,5,1,4,5,3,5,4,1
1,26,1,0,0,2295,17,11,3,3,2,2,3,4,2,5,2,2,4,3,3,4,1
1,61,1,1,1,140,33,25,0,4,4,4,5,3,2,5,2,2,5,4,2,5,0
1,44,1,0,0,1659,0,0,1,1,3,4,1,5,4,5,5,5,5,1,5,5,1
1,66,1,0,1,227,0,0,2,4,4,4,2,2,4,2,4,4,1,4,4,2,1
0,55,1,0,0,1121,0,2,4,3,3,3,3,2,3,2,4,3,2,2,2,2,0
0,51,1,1,1,946,4,0,4,2,2,3,4,5,3,2,4,3,5,2,5,4,0
0,27,1,1,1,1189,27,33,4,3,3,3,1,4,5,3,5,5,4,3,5,4,0
0,46,1,1,1,488,15,11,4,3,3,4,3,2,4,3,5,2,2,3,2,2,0
0,23,1,1,1,1979,0,0,2,2,4,2,2,3,2,3,2,2,2,2,2,3,0
1,40,1,0,0,3085,0,0,2,2,2,2,2,1,2,1,3,2,1,1,1,1,0
1,46,1,1,2,1190,0,0,4,5,4,5,4,4,2,5,2,2,4,5,2,5,1
1,34,1,0,0,2723,0,2,1,2,4,5,2,4,4,4,3,3,4,2,4,4,1
1,43,1,0,0,689,13,5,2,2,3,5,2,5,5,5,3,4,5,2,5,5,1
1,34,0,0,0,707,21,13,3,3,5,3,3,3,5,4,5,5,4,3,5,5,0
1,24,1,0,0,2941,0,0,2,2,3,3,2,4,3,2,3,3,5,2,3,5,1
1,60,0,0,0,1062,0,35,5,5,3,5,3,3,5,5,5,5,4,5,5,4,1
0,24,0,0,0,365,0,0,0,4,5,4,3,4,1,5,1,1,4,4,1,4,1
0,35,1,0,1,758,1,22,4,4,5,5,4,4,5,5,5,5,2,5,5,3,1
0,42,1,0,1,1235,0,0,1,1,1,4,1,2,4,2,1,1,2,2,2,2,0
0,36,1,0,0,2253,0,0,3,3,1,3,3,4,5,4,5,1,4,3,4,4,1
0,23,0,0,1,377,0,0,1,4,1,4,4,4,2,1,2,2,4,4,2,4,0
1,48,0,0,0,189,0,0,1,1,5,1,1,5,3,4,3,3,4,1,3,5,0
0,27,1,0,1,946,3,0,4,4,2,4,4,1,4,2,4,4,2,4,4,2,0
1,43,1,0,0,1145,0,0,5,5,4,3,5,3,2,3,1,4,3,3,3,3,0
1,48,1,0,0,201,0,0,1,2,5,4,2,4,4,5,4,2,4,2,4,5,1
1,48,0,0,0,641,0,0,5,5,4,5,1,4,5,2,5,5,5,5,5,4,1
1,37,1,1,2,519,0,0,4,2,3,2,3,3,3,5,3,3,4,2,3,4,0
0,43,1,0,0,526,1,0,3,3,4,4,3,5,4,5,5,4,5,3,5,5,1
0,44,0,0,1,337,0,0,3,1,2,1,3,4,5,4,5,5,2,1,5,2,0
1,54,1,0,0,1587,0,0,4,4,5,4,4,4,5,4,5,2,4,4,4,4,1
1,25,1,1,1,925,16,23,5,3,3,3,1,3,5,2,5,5,5,3,5,4,0
1,17,1,1,1,2486,15,0,4,3,4,3,2,5,1,4,1,1,4,4,1,4,0
0,47,1,0,1,1235,29,19,1,1,1,1,1,3,5,4,4,5,3,4,3,3,1
0,85,0,0,1,366,0,0,2,3,3,3,3,1,3,2,3,3,1,3,3,2,0
0,16,1,1,1,328,0,0,0,4,5,4,3,3,1,2,1,1,5,4,1,5,0
0,19,1,1,1,1371,0,0,5,3,4,3,3,5,2,5,2,2,5,3,2,5,0
0,24,0,0,0,456,0,0,0,0,4,0,4,5,2,3,2,2,5,0,2,4,1
0,26,1,1,1,584,0,0,2,2,3,2,3,1,4,2,4,4,3,3,4,2,0
1,42,1,0,0,448,0,0,4,4,4,4,4,5,5,5,3,5,5,4,5,5,1
0,40,1,0,0,2543,1,0,4,4,5,5,4,3,4,3,3,5,3,4,3,3,1
0,50,1,0,0,1894,15,4,2,2,4,2,2,2,2,2,3,2,2,2,2,2,0
0,46,1,0,0,2370,0,0,1,1,5,5,1,5,4,5,3,2,5,1,5,5,1
1,55,1,0,0,2237,33,25,3,3,3,4,3,5,4,5,4,3,5,3,5,5,1
1,26,1,0,0,2363,0,0,3,3,3,5,3,5,5,3,5,5,3,3,5,2,1
1,65,1,1,1,137,4,0,0,2,4,2,2,4,1,4,3,3,4,2,3,4,0
0,57,1,0,0,2445,0,0,1,1,5,5,1,3,5,3,4,4,3,1,3,3,1
0,38,1,0,0,1399,15,44,4,4,3,2,4,1,2,1,1,2,1,1,1,1,0
1,23,1,0,0,1726,0,2,5,5,1,3,5,1,3,5,3,3,3,3,3,2,0
0,56,1,1,1,1303,2,0,4,3,5,4,2,2,4,3,5,5,2,3,2,2,0
1,51,1,0,0,1523,43,54,5,5,3,5,5,2,5,2,4,5,2,5,2,2,1
1,29,1,0,1,1180,40,15,1,1,2,5,1,3,5,3,5,5,2,5,5,3,1
1,11,1,1,1,277,1,7,2,3,2,3,4,1,5,5,2,2,4,3,2,3,0
0,69,1,1,1,1009,1,0,3,3,4,1,4,4,3,3,1,3,4,3,4,4,0
0,23,0,0,1,1005,0,16,2,2,4,2,3,1,4,1,4,4,4,2,4,4,0
1,32,1,1,1,335,0,0,5,3,5,3,3,4,1,2,1,1,4,3,1,5,0
0,44,1,1,1,725,0,0,2,4,3,4,4,3,4,4,1,3,3,4,3,3,0
0,30,1,0,1,231,0,0,0,0,5,0,1,3,5,1,5,5,4,0,5,5,1
1,30,1,0,0,1345,0,0,2,2,4,3,2,3,3,5,3,3,4,2,3,4,1
0,52,1,0,0,2589,0,0,3,3,4,3,3,4,3,4,4,4,4,4,4,4,0
0,54,1,1,1,247,0,0,4,3,4,4,4,2,5,3,3,5,2,3,2,2,0
1,28,0,0,0,1085,0,0,4,4,5,4,5,4,3,5,3,3,4,4,3,4,1
0,50,1,0,0,460,0,0,5,5,5,5,5,4,5,4,5,2,4,5,4,4,1
1,43,0,0,0,1587,0,0,2,2,4,2,3,3,3,4,2,2,5,2,2,4,0
0,22,1,0,1,912,0,7,1,5,1,4,5,3,3,3,4,4,4,4,4,4,0
1,57,1,0,0,130,31,25,5,5,3,4,5,4,5,4,4,5,4,5,4,5,1
1,62,1,0,0,1574,22,10,3,3,1,5,3,5,1,5,3,4,5,3,5,3,1
1,43,1,0,2,265,0,0,4,5,2,4,4,4,4,2,4,4,4,4,4,3,0
0,30,0,0,0,946,0,0,3,3,5,3,3,5,1,5,2,2,5,3,2,4,0
0,26,0,0,1,925,6,1,2,2,4,2,3,3,1,3,3,3,4,1,3,4,0
1,8,1,1,1,373,3,0,0,3,3,3,5,5,5,2,5,5,5,3,5,4,0
0,37,0,0,1,377,0,1,2,4,4,4,3,3,1,2,1,1,3,4,1,3,0
0,36,1,0,0,3159,0,0,4,4,4,3,4,3,4,3,1,2,3,3,3,3,0
1,60,1,0,0,1119,0,39,4,4,5,4,4,4,4,4,5,3,4,4,4,4,1
0,42,0,0,0,1096,0,0,5,5,4,5,2,4,4,3,4,4,4,5,4,4,1
0,42,1,0,1,304,0,6,5,5,4,4,5,2,3,2,1,5,2,2,2,2,0
0,35,1,0,2,1620,0,0,5,1,2,3,1,3,4,1,4,4,3,4,4,3,0
1,56,1,1,2,270,0,0,5,2,5,2,3,5,2,5,2,2,4,2,2,4,0
1,25,0,0,1,911,28,39,4,4,2,4,3,1,3,5,3,3,5,4,3,4,1
0,47,1,0,2,612,43,36,2,2,2,4,2,4,4,4,2,2,4,4,4,4,0
1,77,1,0,2,1448,0,0,5,5,3,2,5,3,2,2,2,2,3,2,2,4,0
1,23,0,0,1,468,0,0,5,2,5,2,2,5,2,2,2,2,4,2,2,5,0
1,45,0,0,0,342,0,0,3,3,5,4,1,3,1,5,1,1,5,4,1,5,1
0,35,0,0,0,862,0,0,3,3,3,3,5,3,3,4,4,4,5,3,4,4,0
0,51,1,1,1,2603,0,3,1,3,4,4,4,4,4,4,4,3,1,3,2,3,0
1,52,0,0,1,600,2,9,2,1,4,1,3,2,3,4,3,3,4,1,3,3,0
1,31,1,0,0,1774,0,0,2,2,1,4,2,3,4,4,4,4,2,2,4,3,1
0,20,0,0,0,672,1,0,4,4,3,4,3,3,5,3,3,3,4,4,3,4,1
1,61,1,1,1,546,21,8,3,2,2,2,2,2,5,2,5,5,2,2,5,2,0
0,53,1,0,0,649,0,3,4,4,3,5,4,4,3,4,2,5,4,4,4,4,1
1,58,1,1,1,361,0,3,4,1,5,1,4,3,2,3,2,2,4,1,2,5,0
0,57,1,0,1,548,24,27,5,5,1,5,5,5,5,5,4,2,5,5,5,5,1
0,15,0,0,1,349,0,0,0,4,4,4,2,5,2,5,2,2,3,4,2,5,1
0,23,1,0,0,77,0,0,2,2,1,4,2,5,5,1,4,4,4,2,4,3,1
1,57,0,0,1,495,0,0,2,2,2,2,3,1,2,1,2,2,4,2,2,4,0
0,64,1,0,1,270,28,25,1,1,3,4,1,3,4,3,2,2,3,3,3,3,0
0,39,1,0,0,2230,22,38,4,4,1,2,4,2,2,2,1,2,2,2,2,2,0
0,36,1,0,0,675,0,7,2,2,1,3,2,3,3,2,1,5,3,3,3,3,0
0,57,1,0,0,2454,9,0,2,2,3,4,2,4,4,4,4,5,4,2,4,4,1
0,49,1,0,0,258,0,0,5,5,5,4,5,5,5,5,4,3,5,5,5,5,1
0,19,1,0,2,1096,11,35,4,4,1,2,4,3,1,4,2,2,2,2,2,1,0
1,8,1,1,1,488,0,0,1,5,4,5,3,4,4,4,2,2,4,5,2,4,1
1,18,1,1,1,319,0,0,1,4,3,4,4,3,3,3,3,3,4,4,3,3,0
1,21,0,0,1,590,0,0,2,4,3,4,4,3,3,3,4,4,5,4,4,5,1
0,70,1,1,1,590,3,0,3,2,1,4,3,5,4,2,4,5,5,2,5,4,0
1,11,0,0,1,1265,0,1,4,4,3,4,2,1,3,3,3,3,2,4,3,1,0
0,44,1,1,1,335,21,10,2,2,3,2,2,5,3,2,4,2,5,2,5,5,0
0,54,1,0,0,1476,0,0,5,1,4,4,1,5,5,5,3,4,5,1,5,5,1
0,44,1,0,0,921,1,0,2,2,5,5,2,3,5,4,5,3,3,2,3,3,1
1,66,1,1,1,184,0,0,3,2,2,2,4,3,5,3,5,5,3,2,5,3,0
0,66,1,1,1,733,0,19,4,2,1,5,1,3,4,2,2,4,3,2,3,1,0
1,58,1,0,1,221,0,0,2,2,1,4,2,1,4,5,4,4,3,4,4,1,1
0,64,1,0,0,2010,0,0,1,1,1,2,1,3,2,3,3,3,3,1,3,1,0
1,49,1,0,0,2077,1,0,3,3,5,5,3,2,5,2,3,4,2,3,2,2,1
1,54,1,0,0,1718,0,0,1,1,3,4,1,4,5,4,5,2,4,1,4,4,1
0,28,1,0,0,480,3,0,4,4,4,3,4,3,3,5,3,3,3,3,3,3,0
0,26,0,0,1,391,1,0,0,2,5,2,4,5,1,4,3,3,3,2,3,3,0
0,27,0,0,0,1182,0,0,4,4,5,4,4,5,4,3,3,3,4,4,3,4,1
1,70,1,1,1,166,0,0,5,3,4,3,2,3,1,2,1,1,4,3,1,5,0
0,49,1,1,1,780,0,4,5,2,4,5,4,2,4,2,5,4,2,2,2,2,0
1,26,1,1,2,541,0,2,5,3,3,3,4,4,2,4,2,2,5,2,2,5,0
0,68,1,1,1,1744,0,0,5,3,4,5,4,5,4,3,3,4,5,2,5,5,0
0,19,1,1,1,101,0,0,5,1,3,1,3,1,1,2,1,1,4,1,1,4,0
0,70,1,1,0,731,0,0,2,3,3,4,4,1,4,3,2,4,1,2,1,1,0
1,27,1,0,2,483,4,17,4,4,3,5,4,5,5,1,5,5,4,4,5,1,1
0,42,1,0,0,1947,23,0,2,2,5,5,2,3,4,4,5,5,3,2,3,3,1
0,39,1,1,1,862,3,0,4,5,2,5,3,2,5,3,3,3,4,5,3,4,1
1,49,1,1,1,651,41,31,2,3,3,3,4,1,1,5,1,1,3,3,1,4,0
1,51,1,0,1,710,0,0,1,1,2,4,1,5,4,2,4,4,4,4,4,2,1
0,38,1,0,2,1635,17,9,1,1,4,3,1,2,3,4,3,3,3,3,3,4,0
1,25,0,0,0,2704,8,10,4,0,3,0,1,5,2,2,2,2,4,0,2,4,1
0,48,0,0,0,622,0,0,4,4,3,5,2,4,2,3,5,5,4,5,5,5,1
1,23,1,0,0,3111,8,5,2,2,5,4,2,2,4,5,4,4,1,2,4,3,1
1,68,1,1,1,190,20,30,3,0,2,0,4,4,1,3,1,1,3,3,1,4,0
0,26,0,0,2,282,0,0,5,0,1,0,3,4,3,5,1,1,4,1,1,5,0
1,44,0,0,0,363,14,18,3,3,1,3,3,4,2,3,2,2,3,3,2,3,0
1,44,1,1,1,610,0,18,4,3,4,3,1,5,4,4,4,4,4,3,4,5,0
0,54,1,0,0,2689,0,0,4,2,5,5,4,4,5,4,5,5,4,4,4,4,1
0,30,1,0,0,602,20,17,4,3,4,4,4,3,4,4,4,4,5,4,4,5,1
0,40,0,0,0,696,0,13,3,3,3,3,4,1,5,1,5,5,3,3,5,3,0
0,32,1,0,1,1183,3,0,5,5,1,4,5,2,4,2,4,4,4,4,4,3,0
1,44,1,1,1,502,0,0,5,4,3,4,4,3,1,4,1,1,5,4,1,4,0
1,35,1,1,1,628,0,0,5,4,3,4,2,4,3,3,5,5,5,4,5,5,0
0,54,1,0,0,2870,0,9,2,2,5,5,2,5,5,5,3,4,5,2,5,5,1
1,40,0,0,1,134,0,1,0,3,1,3,2,5,4,1,3,3,5,3,3,5,0
1,24,0,0,1,206,6,3,4,5,4,5,1,2,4,3,2,2,2,5,2,1,1
1,53,1,0,0,731,0,0,1,1,4,4,1,4,5,4,5,5,4,1,4,4,1
1,56,1,0,0,1520,0,0,1,1,3,4,1,2,5,2,3,3,2,1,2,2,1
1,36,1,1,1,408,0,6,4,5,5,5,1,5,4,4,4,4,4,3,4,4,0
1,18,1,1,1,241,0,0,5,0,4,0,2,3,2,2,5,5,4,3,5,5,0
1,59,1,0,0,1959,0,0,4,0,3,5,1,2,4,2,4,4,2,0,2,2,1
0,49,1,0,0,1671,0,6,1,5,3,3,1,5,4,4,3,5,5,1,5,5,1
1,43,1,0,0,1865,3,0,2,2,3,3,2,5,5,5,3,4,5,2,5,5,1
0,28,0,0,1,1009,15,2,2,2,2,2,3,2,4,1,4,4,4,2,4,3,0
0,58,1,0,0,930,6,11,5,5,5,5,5,4,5,4,4,3,4,5,4,4,1
0,20,1,1,1,223,20,12,2,0,3,0,4,4,2,3,4,4,5,2,4,5,0
1,59,1,0,2,89,0,0,4,4,2,5,4,1,5,5,5,5,5,5,5,3,1
1,24,0,0,0,577,11,0,0,3,3,3,4,3,4,5,4,4,5,4,4,4,1
1,46,1,0,0,925,0,0,1,1,4,4,1,5,4,5,5,4,5,1,5,5,1
0,54,1,0,0,1999,11,0,3,3,4,4,3,4,5,4,4,3,4,3,4,4,1
1,19,1,1,1,867,0,0,1,2,3,2,3,1,3,4,3,3,3,2,3,3,0
1,20,0,0,1,203,0,0,2,3,3,3,4,3,4,2,4,4,4,3,4,4,0
1,65,1,1,1,1009,10,9,5,3,3,3,5,4,2,2,2,2,4,3,2,5,0
1,46,1,0,1,467,40,24,5,5,2,2,5,1,2,1,2,2,4,2,2,4,0
0,26,0,0,0,888,40,56,4,4,5,4,4,3,5,3,5,5,5,4,5,4,1
0,41,1,0,1,589,11,1,3,3,3,2,3,2,1,3,1,1,3,2,1,3,0
0,47,1,1,0,642,0,0,5,2,5,5,3,2,4,2,4,3,2,2,2,2,0
1,9,1,1,1,425,0,0,2,3,2,3,4,2,3,2,3,3,3,3,3,2,0
1,24,0,0,1,446,0,6,1,2,1,2,3,1,4,1,3,3,4,2,3,4,0
1,50,1,0,0,2027,1,6,5,5,3,4,5,5,4,5,4,2,5,5,5,5,1
1,57,1,0,0,2271,0,0,1,1,5,5,1,5,4,5,5,3,5,1,5,5,1
0,66,1,1,1,261,0,0,4,0,1,3,3,5,3,0,2,4,5,2,5,5,0
0,16,1,1,1,436,0,0,5,5,3,5,2,3,4,5,4,4,5,5,4,4,1
1,46,1,1,1,627,0,0,5,3,5,3,1,5,2,4,2,2,5,3,2,4,0
1,50,1,0,1,190,0,0,5,5,2,4,5,1,4,1,4,4,3,4,4,4,0
1,35,1,0,1,846,0,0,4,4,3,4,4,4,3,1,3,3,2,3,3,1,1
1,24,0,0,1,1310,0,0,5,5,3,4,1,3,2,3,4,4,5,4,4,5,1
1,35,1,1,1,369,0,0,4,5,3,5,2,3,4,1,5,5,5,5,5,5,1
1,52,1,0,0,1491,10,0,4,4,3,5,4,4,4,5,3,4,4,4,4,4,1
0,32,1,0,0,2560,25,17,4,4,5,5,4,3,4,2,5,5,5,4,5,4,1
1,46,1,0,0,2378,0,0,2,2,5,5,2,5,4,5,5,4,5,2,5,5,1
1,38,0,0,0,2218,19,27,2,2,4,2,3,4,3,5,3,3,4,2,3,4,0
